City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Piney Green,US,34.716,-77.3202,42.73,62,0,9.22,clear sky
347,Srednekolymsk,RU,67.45,153.6833,-8.54,89,100,10.49,overcast clouds
348,Ibra,OM,22.6906,58.5334,64.98,33,5,2.77,clear sky
349,Yulara,AU,-25.2406,130.9889,69.64,94,100,14.97,overcast clouds
350,Fenoarivo Atsinanana,MG,-17.3667,49.4167,73.15,83,69,7.87,broken clouds
351,Bakel,SN,14.905,-12.4568,75.92,10,36,11.83,scattered clouds
352,Gravenhurst,CA,44.9168,-79.3663,37.74,60,100,11.5,overcast clouds
353,Bambanglipuro,ID,-7.95,110.2833,86.86,60,12,2.86,few clouds
354,Kiunga,PG,-6.1219,141.2906,76.91,85,100,1.25,overcast clouds
355,Kamenka,RU,51.3223,42.7678,28.74,98,68,5.55,broken clouds
356,Tarakan,ID,3.3,117.6333,85.5,70,40,9.22,scattered clouds
357,Dolores,UY,-33.5442,-58.1972,68.56,53,0,9.17,clear sky
358,Isetskoye,RU,56.4858,65.3226,20.28,84,100,12.3,overcast clouds
359,Severnyy,RU,50.677,36.5532,23.04,86,99,6.71,light snow
360,Karabulak,KZ,44.9082,78.491,14.99,71,67,6.73,broken clouds
361,Darhan,MN,49.4867,105.9228,-5.64,88,40,4.12,scattered clouds
362,Surt,LY,31.2089,16.5887,53.85,63,28,26.64,scattered clouds
363,Flinders,AU,-34.5833,150.8552,71.2,80,100,12.86,overcast clouds
364,Ojinaga,MX,29.5667,-104.4167,66.42,24,0,3.44,clear sky
365,Yining,CN,29.0361,114.5636,36.75,90,100,2.8,overcast clouds
366,Nizhniy Kuranakh,RU,58.8353,125.4869,-5.64,93,100,8.48,light snow
367,Athabasca,CA,54.7169,-113.2854,-4.18,86,100,10.69,overcast clouds
368,Dulce Nombre De Culmi,HN,15.1,-85.5333,80.83,97,1,1.57,clear sky
369,Waiuku,NZ,-37.25,174.75,78.46,69,100,11.72,overcast clouds
370,Maryborough,AU,-25.5333,152.7,90.86,51,95,6.49,overcast clouds
371,Arman,RU,59.7,150.1667,7.18,76,96,13.69,overcast clouds
372,Touros,BR,-5.1989,-35.4608,77.9,79,45,8.39,scattered clouds
373,Nortelandia,BR,-14.4547,-56.8028,69.91,98,97,4.0,overcast clouds
374,Kamaishi,JP,39.2667,141.8833,36.55,47,89,12.28,overcast clouds
375,Paramonga,PE,-10.6667,-77.8333,71.28,80,93,8.19,overcast clouds
376,Iberia,PE,-11.35,-69.5833,70.09,99,100,0.56,overcast clouds
377,Cap Malheureux,MU,-19.9842,57.6142,81.46,82,100,21.0,overcast clouds
378,Kalevala,RU,65.2,31.1667,11.48,94,100,8.03,overcast clouds
379,Isla Mujeres,MX,21.2311,-86.731,77.16,70,3,11.12,clear sky
380,Boca Do Acre,BR,-8.7522,-67.3978,73.36,98,100,1.39,light rain
381,Acandi,CO,8.5063,-77.2778,75.33,91,84,4.61,broken clouds
382,Little Current,CA,45.9793,-81.9248,39.42,91,100,14.5,overcast clouds
383,Saint George,BM,32.3817,-64.6781,60.58,72,75,6.91,broken clouds
384,Ust-Nera,RU,64.5667,143.2,0.01,97,100,3.33,overcast clouds
385,Mubende,UG,0.5606,31.39,65.28,77,100,1.14,overcast clouds
386,Itapuranga,BR,-15.5622,-49.9486,68.05,90,98,0.67,overcast clouds
387,Xingcheng,CN,40.6167,120.7167,20.59,62,1,3.02,clear sky
388,Belmonte,BR,-15.8631,-38.8828,79.3,84,5,6.87,clear sky
389,Winslow,US,35.0242,-110.6974,47.97,30,100,1.99,overcast clouds
390,San Policarpo,PH,12.1791,125.5072,80.73,81,31,10.78,scattered clouds
391,Gerede,TR,40.8008,32.1969,29.43,92,100,7.99,light snow
392,Angren,UZ,41.0167,70.1436,37.22,43,100,3.36,overcast clouds
393,Plettenberg Bay,ZA,-34.0527,23.3716,73.26,85,100,1.68,overcast clouds
394,Canning,IN,22.3189,88.6714,72.1,48,1,5.88,clear sky
395,San Cristobal,EC,-0.9045,-89.6174,75.24,86,67,7.11,broken clouds
396,Vakhrushevo,RU,55.2317,61.7173,21.58,85,40,11.18,scattered clouds
397,Chernyshevskiy,RU,63.0128,112.4714,-24.12,95,30,1.83,scattered clouds
398,Gilbues,BR,-9.8317,-45.3439,73.63,73,34,2.21,scattered clouds
399,Haines Junction,CA,60.7522,-137.5108,-5.57,92,100,1.72,overcast clouds
400,Russell,NZ,-35.2613,174.1236,76.23,81,100,11.52,overcast clouds
401,Fortuna Foothills,US,32.6578,-114.4119,66.29,27,75,1.01,broken clouds
402,Bilibino,RU,68.0546,166.4372,5.59,59,100,6.53,overcast clouds
403,Vite,IN,17.2833,74.55,72.39,22,2,3.69,clear sky
404,Luganville,VU,-15.5333,167.1667,83.71,76,89,0.85,light rain
405,Stromness,GB,58.965,-3.296,39.45,78,100,19.93,overcast clouds
406,Ostersund,SE,63.1792,14.6357,10.85,92,100,2.3,overcast clouds
407,Agadez,NE,19.75,10.25,53.26,23,0,6.62,clear sky
408,Dali,CN,25.7,100.1833,49.37,48,6,5.99,light rain
409,Pacific Grove,US,36.6177,-121.9166,56.88,67,0,1.01,clear sky
410,Souillac,MU,-20.5167,57.5167,81.36,94,75,26.46,moderate rain
411,Chicama,PE,-7.8447,-79.1469,63.14,67,14,5.77,few clouds
412,Byron Bay,AU,-28.65,153.6167,87.91,75,100,3.22,overcast clouds
413,Nome,US,64.5011,-165.4064,19.47,49,0,34.52,clear sky
414,Batagay,RU,67.6333,134.6333,-17.48,96,100,1.07,overcast clouds
415,Colares,PT,38.7992,-9.4469,54.9,52,0,5.01,clear sky
416,Lipari,IT,38.4674,14.954,52.79,51,11,27.65,few clouds
417,Kalmunai,LK,7.4167,81.8167,75.92,72,5,2.8,clear sky
418,Karratha,AU,-20.7377,116.8463,88.83,62,100,14.03,overcast clouds
419,Yar-Sale,RU,66.8333,70.8333,-15.36,99,48,7.58,scattered clouds
420,San Jeronimo,MX,29.3707,-110.79,64.98,32,100,6.31,overcast clouds
421,Cayenne,GF,4.9333,-52.3333,75.09,91,100,0.0,overcast clouds
422,Yelnya,RU,54.5786,33.1837,18.27,95,100,8.43,light snow
423,Sladkovo,RU,55.5284,70.3385,4.75,99,94,7.54,overcast clouds
424,Tilichiki,RU,60.4667,166.1,14.25,91,100,9.13,overcast clouds
425,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
426,Kijang,ID,0.9,104.6333,84.49,70,16,5.32,few clouds
427,Korla,CN,41.7597,86.1469,24.85,43,0,2.98,clear sky
428,Biak,ID,-0.9131,122.8766,82.02,63,100,0.54,overcast clouds
429,Port Hedland,AU,-20.3167,118.5667,87.85,70,100,8.05,overcast clouds
430,Aswan,EG,24.0934,32.907,49.3,61,0,5.75,clear sky
431,Namatanai,PG,-3.6667,152.4333,83.26,69,94,7.47,light rain
432,Bud,NO,62.9088,6.9145,37.45,76,100,23.15,overcast clouds
433,Salinopolis,BR,-0.6136,-47.3561,79.0,85,93,10.71,overcast clouds
434,Pueblo Nuevo,MX,23.3833,-105.3833,42.73,44,0,4.38,clear sky
435,Takoradi,GH,4.8845,-1.7554,77.94,86,95,4.88,overcast clouds
436,Svetlogorsk,RU,54.9399,20.1548,31.6,93,100,11.05,overcast clouds
437,Lompoc,US,34.6391,-120.4579,57.51,46,0,9.22,clear sky
438,Maasim,PH,5.8575,125.0061,85.08,62,94,8.43,heavy intensity rain
439,Saint-Augustin,CA,51.226,-58.6502,-18.06,94,7,5.97,clear sky
440,Torbay,CA,47.6666,-52.7314,18.57,69,0,16.11,clear sky
441,Grafton,US,42.207,-71.6856,31.53,79,100,3.44,overcast clouds
442,Walvis Bay,NA,-22.9575,14.5053,66.09,89,11,2.06,few clouds
443,Koungou,YT,-12.7336,45.2042,80.31,89,0,5.75,moderate rain
444,Ocho Rios,JM,18.4025,-77.1048,78.55,85,22,11.12,few clouds
445,Nisia Floresta,BR,-6.0911,-35.2086,79.18,84,25,4.74,scattered clouds
446,Hengshui,CN,37.7322,115.7011,35.6,28,0,4.43,clear sky
447,Camacha,PT,33.0833,-16.3333,62.53,77,20,16.11,few clouds
448,Barcelona,PH,8.1592,126.4342,81.1,72,100,7.9,light rain
449,Kouango,CF,4.9934,19.9619,77.97,22,98,3.71,overcast clouds
450,Zaranj,AF,30.9667,61.8833,51.31,55,45,14.81,scattered clouds
451,Fairbanks,US,64.8378,-147.7164,-18.98,72,0,0.0,clear sky
452,Hinton,CA,53.4001,-117.5857,-2.16,100,100,0.22,overcast clouds
453,Rocha,UY,-34.4833,-54.3333,58.41,76,0,6.13,clear sky
454,Turukhansk,RU,65.8167,87.9833,8.02,94,98,9.24,overcast clouds
455,Wanning,CN,18.8003,110.3967,73.54,82,81,5.46,broken clouds
456,Port Macquarie,AU,-31.4333,152.9167,78.76,100,100,6.91,overcast clouds
457,Kiama,AU,-34.6833,150.8667,70.0,78,100,1.99,overcast clouds
458,Olga,RU,43.7444,135.2892,19.72,46,0,14.83,clear sky
459,Sayat,TM,38.7839,63.8803,44.47,83,100,13.29,light rain
460,Port-Cartier,CA,50.0334,-66.8654,1.74,92,100,2.51,overcast clouds
461,Grand-Lahou,CI,5.1367,-5.0242,77.77,88,100,4.34,overcast clouds
462,Awbari,LY,26.5921,12.7805,43.36,32,0,8.88,clear sky
463,Poum,NC,-20.2333,164.0167,80.83,73,63,11.86,broken clouds
464,Port Augusta,AU,-32.5,137.7667,76.71,25,0,21.27,clear sky
465,Akyab,MM,20.15,92.9,69.67,58,12,6.02,few clouds
466,Nyurba,RU,63.2842,118.3319,-24.81,98,93,3.4,overcast clouds
467,Cervo,ES,43.6702,-7.4101,46.44,87,3,7.2,clear sky
468,Bardiyah,LY,31.7561,25.0865,54.1,52,93,21.43,overcast clouds
469,Dunedin,NZ,-45.8742,170.5036,75.79,62,72,8.99,broken clouds
470,Srivardhan,IN,18.0333,73.0167,71.89,54,1,3.06,clear sky
471,San Pedro,BO,-16.2372,-68.8506,42.12,84,65,6.15,broken clouds
472,Shenjiamen,CN,29.9576,122.298,44.31,83,100,13.35,overcast clouds
473,Shingu,JP,33.7333,135.9833,49.19,37,7,8.12,clear sky
474,Vestmanna,FO,62.1564,-7.1664,34.72,93,75,13.8,broken clouds
475,Plouzane,FR,48.3833,-4.6167,46.72,100,100,9.22,overcast clouds
476,Sabang,ID,5.8933,95.3214,81.19,74,17,8.59,few clouds
477,Denpasar,ID,-8.65,115.2167,85.71,74,20,5.75,few clouds
478,Marawi,SD,18.4833,31.8167,56.32,21,0,7.52,clear sky
479,Armidale,AU,-30.5167,151.65,67.8,95,100,1.95,overcast clouds
480,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,82,40,12.82,scattered clouds
481,Baza,ES,37.4907,-2.7726,42.94,55,0,0.83,clear sky
482,Erdaojiang,CN,41.7764,126.0319,13.46,67,4,5.84,clear sky
483,Maldonado,UY,-34.6667,-54.9167,65.59,68,0,6.87,clear sky
484,Simbahan,PH,6.3032,120.5836,81.54,78,68,9.37,broken clouds
485,Dongsheng,CN,39.8161,109.9776,16.0,23,0,6.49,clear sky
486,Acajutla,SV,13.5928,-89.8275,76.48,79,0,7.09,clear sky
487,Kruisfontein,ZA,-34.0033,24.7314,70.88,70,100,2.21,overcast clouds
488,Gijon,ES,43.5357,-5.6615,45.86,91,1,3.89,clear sky
489,Amapa,BR,1.0,-52.0,71.76,99,100,2.15,light rain
490,Nsanje,MW,-16.92,35.262,70.93,96,0,1.74,clear sky
491,Innisfail,AU,-17.5333,146.0333,86.07,70,100,8.61,overcast clouds
492,Moose Factory,CA,51.2585,-80.6094,35.6,75,100,19.57,overcast clouds
493,Markdale,CA,44.3168,-80.6497,38.55,100,100,19.39,overcast clouds
494,Geeste,DE,52.6,7.2667,44.98,81,92,12.66,overcast clouds
495,Shelbyville,US,35.4834,-86.4603,55.22,35,0,10.36,clear sky
496,Muroto,JP,33.2833,134.15,46.44,49,67,11.54,broken clouds
497,Lakatoro,VU,-16.0999,167.4164,85.19,71,86,8.72,overcast clouds
498,Hamilton,US,39.1834,-84.5333,49.41,62,99,8.23,overcast clouds
499,Elesbao Veloso,BR,-6.2019,-42.1403,72.14,60,4,2.66,clear sky
500,Baracoa,CU,20.3467,-74.4958,74.37,80,96,13.44,overcast clouds
501,Banjar,ID,-8.19,114.9675,85.91,61,35,3.65,scattered clouds
502,Coahuayana,MX,18.7333,-103.6833,69.06,70,0,2.1,clear sky
503,Altayskoye,RU,51.9533,85.3325,5.02,92,67,4.38,broken clouds
504,Vrangel,RU,42.7297,133.0839,19.98,49,0,13.53,clear sky
505,Tateyama,JP,34.9833,139.8667,52.07,37,1,6.87,clear sky
506,Khasan,RU,42.4308,130.6434,22.6,43,0,19.24,clear sky
507,Warrington,US,30.3841,-87.275,62.33,72,75,14.0,broken clouds
508,Sobolevo,RU,54.4299,31.8996,19.24,96,100,8.19,light snow
509,Ciudad Bolivar,VE,8.1222,-63.5497,80.35,64,61,14.03,broken clouds
510,Santa Maria,CV,16.6,-22.9,68.59,94,75,9.22,mist
511,Rizhao,CN,35.4275,119.4553,35.74,33,98,1.5,overcast clouds
512,Corpus Christi,PY,-24.0333,-54.8333,74.1,63,0,3.94,clear sky
513,West Wendover,US,40.7391,-114.0733,25.9,47,13,5.91,few clouds
514,Salinas,EC,-2.2167,-80.9667,77.11,77,46,6.24,scattered clouds
515,Kaa-Khem,RU,51.6833,94.7333,-16.87,95,49,0.69,scattered clouds
516,Doha,QA,25.2867,51.5333,62.58,74,0,17.27,clear sky
517,Tongren,CN,27.7172,109.1853,34.54,95,100,3.85,light snow
518,Hobyo,SO,5.3505,48.5268,77.31,78,100,17.9,overcast clouds
519,Mezhova,UA,48.2532,36.7347,31.75,97,100,4.23,overcast clouds
520,Solotcha,RU,54.7917,39.8442,17.01,94,100,9.01,overcast clouds
521,Kokstad,ZA,-30.5472,29.4241,61.99,96,99,3.74,overcast clouds
522,Ocean Springs,US,30.4113,-88.8278,61.7,81,100,17.27,light rain
523,Stillwater,US,36.1156,-97.0584,49.71,85,100,1.01,overcast clouds
524,Ajdabiya,LY,30.7554,20.2263,54.48,60,21,12.75,few clouds
525,Estelle,US,29.8458,-90.1067,64.4,86,100,10.36,mist
526,Lumeje,AO,-11.55,20.7833,64.53,92,100,2.21,overcast clouds
527,Bodden Town,KY,19.2833,-81.25,75.2,84,0,5.01,clear sky
528,Auki,SB,-8.7676,160.7034,83.1,81,46,7.99,scattered clouds
529,Wa,GH,10.0607,-2.5019,70.56,10,100,8.08,overcast clouds
530,Vesoul,FR,47.5833,5.8333,43.09,98,100,12.28,overcast clouds
531,Vostok,RU,46.4856,135.8833,5.59,83,100,6.82,overcast clouds
532,Bindki,IN,26.0333,80.6,57.99,65,0,2.37,clear sky
533,Gubkinskiy,RU,64.434,76.5026,-20.74,100,100,4.68,overcast clouds
534,San Jose,GT,16.9833,-89.9,70.5,88,0,5.01,clear sky
535,North Platte,US,41.1239,-100.7654,22.98,41,100,4.0,overcast clouds
536,Baneh,IR,35.9975,45.8853,19.85,74,2,4.12,clear sky
537,Forssa,FI,60.8146,23.6215,16.41,98,92,2.59,overcast clouds
538,Intipuca,SV,13.1969,-88.0544,72.57,82,0,4.07,clear sky
539,Malatya,TR,38.5,38.0,32.05,87,75,0.0,light snow
540,Kishtwar,IN,33.3167,75.7667,38.1,57,52,4.21,broken clouds
541,El Paso,CO,9.6606,-73.7472,79.21,49,2,2.15,clear sky
542,Forst,DE,51.7333,14.6333,42.03,92,99,20.07,overcast clouds
543,Pemba,MZ,-12.974,40.5178,79.5,94,75,5.01,broken clouds
544,Albertville,US,34.2676,-86.2089,55.26,40,0,8.05,clear sky
545,Tarko-Sale,RU,64.9225,77.785,-21.19,100,100,4.99,overcast clouds
546,Batagay-Alyta,RU,67.8006,130.4114,-7.6,97,100,2.42,overcast clouds
547,Pineville,US,31.3224,-92.4343,62.58,86,100,12.66,overcast clouds
548,Bitung,ID,1.4451,125.1824,76.05,62,94,14.32,overcast clouds
549,Half Moon Bay,US,37.4636,-122.4286,59.07,42,20,4.0,haze
550,Cabedelo,BR,-6.9811,-34.8339,77.67,77,16,9.01,few clouds
551,Qui Nhon,VN,13.7667,109.2333,76.57,81,82,10.85,broken clouds
552,Kargopol,RU,61.5071,38.9456,6.55,98,100,1.61,overcast clouds
553,Ko Samui,TH,9.5357,99.9357,84.11,70,40,6.91,scattered clouds
554,Bontang,ID,0.1333,117.5,83.64,71,97,9.75,overcast clouds
555,Dumas,US,35.8656,-101.9732,35.74,44,75,12.66,broken clouds
556,Ingham,AU,-18.65,146.1667,93.15,55,100,5.99,overcast clouds
557,Chulman,RU,56.8479,124.9104,-10.05,93,100,8.88,overcast clouds
558,Guider,CM,9.9342,13.9486,66.27,22,53,4.65,broken clouds
559,Vilyuysk,RU,63.7553,121.6247,-21.98,96,98,6.13,overcast clouds
560,Kazerun,IR,29.6195,51.6541,46.18,63,0,4.47,clear sky
561,Houma,US,29.5958,-90.7195,63.01,96,100,12.93,overcast clouds
562,Madhogarh,IN,26.276,79.1869,57.04,63,0,3.58,clear sky
563,Altay,CN,47.8667,88.1167,9.05,83,94,4.43,overcast clouds
564,Maningrida,AU,-12.0667,134.2667,87.24,64,57,14.2,moderate rain
565,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,81.81,25,39,6.64,scattered clouds
566,Manoel Urbano,BR,-8.8389,-69.2597,72.97,98,100,1.32,overcast clouds
567,Brzeszcze,PL,49.982,19.1516,35.96,98,100,15.95,snow
568,Mweka,CD,-4.85,21.5667,68.58,92,100,1.39,overcast clouds
569,Whitehorse,CA,60.7161,-135.0538,-3.98,67,100,17.0,overcast clouds
570,Elat,IL,29.5581,34.9482,49.84,57,0,6.91,clear sky
571,Cordoba,AR,-31.4135,-64.1811,77.85,69,0,12.66,clear sky
572,Hobara,JP,37.8167,140.55,40.35,61,36,7.0,scattered clouds
573,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,52,100,6.91,overcast clouds
574,Oistins,BB,13.0667,-59.5333,78.89,78,40,14.97,scattered clouds
575,Kloulklubed,PW,7.0419,134.2556,81.19,75,100,19.19,heavy intensity rain
576,Richards Bay,ZA,-28.783,32.0377,75.2,82,91,11.27,overcast clouds
577,Berlevag,NO,70.8578,29.0864,21.78,74,76,6.85,broken clouds
578,Itarema,BR,-2.9248,-39.9167,76.93,86,89,9.62,overcast clouds
579,Tondano,ID,1.3038,124.9112,68.09,54,99,7.16,overcast clouds
580,Tynda,RU,55.1667,124.7167,-6.88,75,19,6.49,few clouds
581,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,100,100,35.79,shower snow
582,Karakol,KG,42.4907,78.3936,14.85,60,9,6.67,clear sky
583,Moron,VE,10.4889,-68.2003,75.6,86,41,6.98,light rain
584,Matara,LK,5.9485,80.5353,77.0,68,19,10.67,few clouds
585,Kindu,CD,-2.95,25.95,70.65,86,100,1.88,overcast clouds
586,Riohacha,CO,11.5444,-72.9072,74.05,85,0,5.37,clear sky
587,Numaligarh,IN,26.6333,93.75,58.78,81,54,4.97,broken clouds
588,Ca Mau,VN,9.1769,105.15,87.73,53,43,14.05,scattered clouds
589,Mariental,NA,-24.6333,17.9667,72.03,67,91,6.76,overcast clouds
590,Tazovskiy,RU,67.4667,78.7,-11.99,100,91,5.03,overcast clouds
591,Dinagat,PH,9.9561,125.5933,80.89,76,85,13.27,overcast clouds
592,Hailey,US,43.5196,-114.3153,-12.95,78,75,5.99,broken clouds
593,Tahoua,NE,14.8888,5.2692,59.95,14,86,8.08,overcast clouds
594,Lazurne,UA,46.084,32.5295,36.01,84,100,7.29,overcast clouds
595,Prado,BR,-17.3411,-39.2208,76.98,91,57,7.9,broken clouds
596,Sioux Lookout,CA,50.1001,-91.917,1.47,78,100,14.97,overcast clouds
597,Henties Bay,NA,-22.116,14.2845,65.86,84,76,2.1,broken clouds
598,Mtama,TZ,-10.3,39.3667,71.37,97,85,1.63,overcast clouds
599,Vaitape,PF,-16.5167,-151.75,81.14,76,10,19.44,clear sky
600,Senanga,ZM,-16.1167,23.2667,62.31,87,24,3.44,few clouds
601,Puri,IN,19.8,85.85,66.72,67,1,5.3,clear sky
602,Beloha,MG,-25.1667,45.05,69.71,87,0,10.25,clear sky
603,Nizhnyaya Tavda,RU,57.6731,66.1725,19.42,90,99,11.25,overcast clouds
604,Guatire,VE,10.4762,-66.5427,73.9,98,35,1.72,scattered clouds
605,Hargeysa,SO,9.56,44.065,58.53,94,99,13.67,overcast clouds
606,Luis Correia,BR,-2.8792,-41.6669,80.6,89,40,10.36,scattered clouds
607,Quatre Cocos,MU,-20.2078,57.7625,81.09,91,100,31.21,light rain
608,Carballo,ES,43.213,-8.691,47.62,87,0,3.96,clear sky
609,Marsa Matruh,EG,31.3525,27.2453,48.4,66,0,8.05,clear sky
610,Copiapo,CL,-27.3667,-70.3333,66.24,66,0,0.85,clear sky
611,Kidal,ML,18.4411,1.4078,62.74,18,90,11.03,overcast clouds
612,Macklin,CA,52.3334,-109.9348,-6.47,98,89,8.75,overcast clouds
613,Mantena,BR,-18.7817,-40.9803,74.23,84,99,0.87,overcast clouds
614,Tomatlan,MX,19.9333,-105.25,63.64,77,0,2.46,clear sky
615,Ambilobe,MG,-13.2,49.05,73.81,93,100,2.08,light rain
616,Weligama,LK,5.9667,80.4167,76.87,69,15,9.75,few clouds
617,Marquard,ZA,-28.6645,27.4305,62.53,62,100,4.61,overcast clouds
618,Sorland,NO,67.667,12.6934,28.47,59,100,14.83,overcast clouds
619,Cururupu,BR,-1.8283,-44.8683,75.25,95,76,4.41,broken clouds
620,Severo-Kurilsk,RU,50.6789,156.125,31.17,74,100,10.96,overcast clouds
621,Macau,BR,-5.115,-36.6344,79.92,77,53,13.38,broken clouds
622,Atar,MR,20.5169,-13.0499,73.27,13,77,10.96,broken clouds
623,Brownsville,US,25.9018,-97.4975,62.1,92,0,1.99,clear sky
624,Batsfjord,NO,70.6345,29.7185,16.81,83,90,2.33,overcast clouds
625,Almenara,BR,-16.1836,-40.6944,71.91,96,52,0.87,broken clouds
626,Cumra,TR,37.5732,32.7745,31.62,90,100,13.76,overcast clouds
627,Mount Isa,AU,-20.7333,139.5,91.17,49,100,10.36,overcast clouds
628,Dauphin,CA,51.1494,-100.0502,-9.26,70,0,17.27,clear sky
629,Meulaboh,ID,4.1363,96.1285,82.11,71,42,4.45,scattered clouds
630,Listvyanskiy,RU,54.4399,83.4984,9.12,96,100,5.75,overcast clouds
631,Nalut,LY,30.3333,10.85,41.68,71,73,11.07,broken clouds
632,Huilong,CN,31.8111,121.655,46.04,62,100,7.18,overcast clouds
633,Kununurra,AU,-15.7667,128.7333,87.78,62,100,17.27,overcast clouds
634,West Bay,KY,19.3667,-81.4167,75.27,89,0,3.0,clear sky
635,Tieling,CN,42.2931,123.8414,17.4,37,5,11.59,clear sky
636,Husavik,IS,66.0449,-17.3389,8.51,79,95,8.81,overcast clouds
637,Lodwar,KE,3.1191,35.5973,82.87,42,100,9.71,overcast clouds
638,Fare,PF,-16.7,-151.0167,81.09,73,1,19.64,clear sky
639,Eisenerz,AT,47.5333,14.8833,35.29,97,100,7.63,snow
640,Uruguaiana,BR,-29.7547,-57.0883,85.93,45,0,6.91,clear sky
641,Teguise,ES,29.0605,-13.564,64.62,42,0,9.22,clear sky
642,Ankang,CN,32.68,109.0172,43.66,63,100,2.46,overcast clouds
643,Ayr,AU,-19.5833,147.4,92.03,22,100,5.66,overcast clouds
644,Hambantota,LK,6.1241,81.1185,73.74,94,20,5.75,few clouds
645,Makinsk,KZ,52.6292,70.4169,-1.8,97,95,4.12,overcast clouds
646,Willowmore,ZA,-33.2926,23.4895,73.58,73,100,4.09,overcast clouds
647,Luanda,AO,-8.8368,13.2343,75.2,83,40,4.61,scattered clouds
648,Butterworth,ZA,-32.3308,28.1498,72.91,68,98,5.79,overcast clouds
649,Mormugao,IN,15.4,73.8,69.06,94,8,2.3,mist
650,Zhucheng,CN,35.9947,119.3975,35.15,29,99,1.39,overcast clouds
